iter	Logloss
365	0.3640802578
366	0.3638848387
367	0.3638035509
368	0.3635984581
369	0.3634082198
370	0.3632730293
371	0.363099368
372	0.3629107625
373	0.3627742627
374	0.362583963
375	0.3622789244
376	0.362098832
377	0.3618621687
378	0.3616027831
379	0.3615184457
380	0.3614348724
381	0.3613422582
382	0.3612405542
383	0.3611221346
384	0.3609354587
385	0.3607971382
386	0.3607427024
387	0.3605445376
388	0.360298013
389	0.360276013
390	0.360102424
391	0.3599402024
392	0.3599318798
393	0.3597954702
394	0.3595743775
395	0.3594263097
396	0.3591168224
397	0.3589366101
398	0.3587047566
399	0.3585713052
400	0.3585327992
401	0.3583195391
402	0.3583011179
403	0.3582470632
404	0.3579336781
405	0.3577853569
406	0.3576517551
407	0.3574243829
408	0.3572242169
409	0.3570272317
410	0.356860502
411	0.3567653077
412	0.3566086443
413	0.3564757694
414	0.3563387062
415	0.3563152535
416	0.356075275
417	0.3560014794
418	0.3558532808
419	0.3556472298
420	0.3555619039
421	0.3551923591
422	0.3548242517
423	0.3546671137
424	0.3545349711
425	0.3544357165
426	0.3542945218
427	0.3542118365
428	0.3540524319
429	0.3538525665
430	0.3536927688
431	0.3535166692
432	0.3533402264
433	0.353167359
434	0.353114111
435	0.3530228153
436	0.3528818269
437	0.3526387445
438	0.352430059
439	0.352304825
440	0.3520967143
441	0.3520709039
442	0.3519680888
443	0.35172648
444	0.3515557662
445	0.351436031
446	0.3514167313
447	0.3513926674
448	0.351360438
449	0.3512740941
450	0.3512609559
451	0.3511136866
452	0.3510145245
453	0.3509084988
454	0.3507369189
455	0.3506070397
456	0.3504294861
457	0.3502802292
458	0.3501202695
459	0.3501186604
460	0.3500335403
461	0.3498987324
462	0.3497392198
463	0.3497226808
464	0.3495441168
465	0.3495013303
466	0.3494862646
467	0.3494484074
468	0.3493742963
469	0.34918877
470	0.3490535885
471	0.3488708306
472	0.3487776645
473	0.3486789406
474	0.3483129629
475	0.3482575607
476	0.3481767232
477	0.3480258147
478	0.3480127409
479	0.3479218729
480	0.3478629992
481	0.3477253751
482	0.3475296766
483	0.3474369487
484	0.3472447277
485	0.3469486952
486	0.3468496142
487	0.3467094709
488	0.3465506228
489	0.3465032434
490	0.3463701442
491	0.3463069768
492	0.3461346852
493	0.3460414321
494	0.3459162897
495	0.3458155989
496	0.345682381
497	0.3455897106
498	0.3455553998
499	0.3454554339
500	0.3453937124
501	0.3453650296
502	0.3451843899
503	0.3450096981
504	0.3448671314
505	0.3448373876
506	0.3446955917
507	0.3445986274
508	0.3444510619
509	0.3443139157
510	0.3442704441
511	0.3440536257
512	0.3440436157
513	0.3439238912
514	0.3438668859
515	0.3437271823
516	0.3435596253
517	0.3434404935
518	0.3433831405
519	0.3433392055
520	0.343179695
521	0.3430584802
522	0.34286766
523	0.342745745
524	0.3425288257
525	0.3423638068
526	0.342231513
527	0.3419957179
528	0.3418500984
529	0.3417984198
530	0.3416636786
531	0.3415122815
532	0.3413641592
533	0.3411558206
534	0.3410876791
535	0.3409258762
536	0.3409200268
537	0.3407557535
538	0.340594267
539	0.3405206844
540	0.340399471
541	0.3403733677
542	0.3402076649
543	0.3401218191
544	0.3399940724
545	0.3398551583
546	0.3396032871
547	0.3394901361
548	0.3393468073
549	0.3392919642
550	0.3391317954
551	0.3390255522
552	0.3389421022
553	0.3388511557
554	0.3387879133
555	0.3386959815
556	0.3386440292
557	0.3385618742
558	0.3384808764
559	0.3383775074
560	0.33817567
561	0.3380408437
562	0.3378761845
563	0.3378155239
564	0.3377221243
565	0.3376099881
566	0.3375348045
567	0.337401463
568	0.3373626434
569	0.3373509028
570	0.3372494798
571	0.3371942715
572	0.3369849747
573	0.3368583441
574	0.3367051705
575	0.3365185132
576	0.336501075
577	0.336436659
578	0.3362985501
579	0.3361725315
580	0.3361424571
581	0.3360699795
582	0.3359301266
583	0.3359295391
584	0.335806566
585	0.3356575152
586	0.3355542181
587	0.3354010885
588	0.3352581756
589	0.3352196928
590	0.3351676778
591	0.3350318704
592	0.3349543404
593	0.334826038
594	0.3346842609
595	0.3346262083
596	0.3345138263
597	0.3343168044
598	0.3341878181
599	0.3341484531
600	0.3340071229
601	0.3339986265
602	0.333829593
603	0.3337342276
604	0.3333734839
605	0.3332344098
606	0.3331010191
607	0.3329926371
608	0.332935887
609	0.3328250235
610	0.33269864
611	0.3326590908
612	0.332495443
613	0.3323718164
614	0.3323515238
615	0.3322343724
616	0.3322336104
617	0.3321395891
618	0.3320380941
619	0.331905585
620	0.3316644983
621	0.3315837351
622	0.3315267271
623	0.3314357561
624	0.3313548462
625	0.3312878192
626	0.3311321417
627	0.3310741629
628	0.330992464
629	0.3308922506
630	0.3308164062
631	0.3307367517
632	0.3306154663
633	0.3305334092
634	0.3304859735
635	0.3303664276
636	0.330304896
637	0.3301000853
638	0.3299919616
639	0.3299125969
640	0.3298756072
641	0.3297317693
642	0.329710729
643	0.3296442321
644	0.3294632631
645	0.3294390641
646	0.3292698291
647	0.3291183301
648	0.328965638
649	0.3289063723
650	0.3288060462
651	0.3287355364
652	0.3286865909
653	0.3286009042
654	0.3285587783
655	0.3284187069
656	0.3282905065
657	0.3282256386
658	0.3281444343
659	0.3280559731
660	0.328019597
661	0.327869489
662	0.3277957292
663	0.3276013898
664	0.3275530639
665	0.3275414253
666	0.3274647439
667	0.3272636231
668	0.327244801
669	0.3270924864
670	0.3269821379
671	0.3268228935
672	0.326814848
673	0.326640553
674	0.3265877379
675	0.32647058
676	0.32641051
677	0.3263277606
678	0.3260452336
679	0.3259134358
680	0.3258929087
681	0.3258619471
682	0.3257370323
683	0.3256425185
684	0.3255963462
685	0.3254852836
686	0.3253202056
687	0.3250920725
688	0.3249970604
689	0.3249454819
690	0.3249326454
691	0.3247259507
692	0.3246156146
693	0.324521978
694	0.3244485903
695	0.324350819
696	0.3241544383
697	0.3241251101
698	0.3240275403
699	0.3238496621
700	0.3238174303
701	0.3236465622
702	0.3235151587
703	0.323365884
704	0.3232962812
705	0.3231891749
706	0.3231521758
707	0.3229412942
708	0.3227551484
709	0.3226846051
710	0.3226132364
711	0.3223540113
712	0.3222653952
713	0.3221482218
714	0.3220555747
715	0.3220028418
716	0.3219378111
717	0.3218175327
718	0.321529763
719	0.3214530171
720	0.3212850003
721	0.3211004179
722	0.3208857472
723	0.3207968644
724	0.3206642952
725	0.3205947439
726	0.3205217685
727	0.3204549592
728	0.3202992049
729	0.3201368086
730	0.3199141341
731	0.3197473257
732	0.3197349469
733	0.3195155913
734	0.3194149302
735	0.319272791
736	0.3191173078
737	0.3191093673
738	0.3189228308
739	0.3187408333
740	0.3186736208
741	0.3186341826
742	0.3184790261
743	0.3184184429
744	0.3183722727
745	0.3182934144
746	0.3182858351
747	0.3181042812
748	0.3179361469
749	0.3177540779
750	0.3177161752
751	0.3173528733
752	0.3172703908
753	0.3172221864
754	0.3170428874
755	0.316896441
756	0.3168650315
757	0.3168107281
758	0.3165758869
759	0.316481783
760	0.3163802652
761	0.316236449
762	0.3160781396
763	0.3158154295
764	0.3156651097
765	0.3155718237
766	0.3154908069
767	0.3153727497
768	0.3153066077
769	0.315251855
770	0.3152170632
771	0.314902532
772	0.3148868914
773	0.3147240299
774	0.3146447132
775	0.3145000261
776	0.3144445915
777	0.3142131422
778	0.3140719118
779	0.3139944965
780	0.3137979568
781	0.3137447943
782	0.3135354988
783	0.3134550105
784	0.3132035486
785	0.313182558
786	0.3130292595
787	0.3129563218
788	0.3128835628
789	0.312804566
790	0.3126152997
791	0.312545872
792	0.3124455216
793	0.3124035306
794	0.3123551505
795	0.3122545872
796	0.312165112
797	0.3119752173
798	0.3118959868
799	0.3117830925
800	0.3116302349
801	0.3115751346
802	0.3114351818
803	0.311325401
804	0.3112638745
805	0.3111588515
806	0.3110065797
807	0.310958048
808	0.3108817199
809	0.3106712215
810	0.3104665119
811	0.3103645136
812	0.3102722349
813	0.3101714629
814	0.3101460955
815	0.3100284182
816	0.3099864741
817	0.3099138457
818	0.3096802082
819	0.3095938632
820	0.3094894629
821	0.3094361632
822	0.3091769759
823	0.3091043846
824	0.3090471602
825	0.3089425529
826	0.3088934703
827	0.3087361886
828	0.3086460062
829	0.3085888472
830	0.308533587
831	0.308470927
832	0.3084147124
833	0.3083425636
834	0.3082237289
835	0.3082122362
836	0.3081024033
837	0.3079925665
838	0.3078628082
839	0.3077635226
840	0.3077006808
841	0.3076583041
842	0.3075377146
843	0.3074177195
844	0.3073072846
845	0.3072228712
846	0.3071110141
847	0.3069500108
848	0.3068330453
849	0.3067357602
850	0.3066252333
851	0.3065519175
852	0.306494614
853	0.3064456099
854	0.306284532
855	0.3061952861
856	0.3059621638
857	0.3059526992
858	0.3057759155
859	0.3057628332
860	0.3056394656
861	0.3056265193
862	0.3056147596
863	0.3055207122
864	0.3052375099
865	0.3052035226
866	0.3050804637
867	0.3049612263
868	0.3048598424
869	0.3047483027
870	0.3046295363
871	0.3045889912
872	0.3045395522
873	0.3044270665
874	0.3043678853
875	0.3043226376
876	0.3042410904
877	0.3041662341
878	0.3040905754
879	0.3038760417
880	0.303748835
881	0.3035824986
882	0.303434961
883	0.3033622005
884	0.3032070121
885	0.3031489644
886	0.3030397665
887	0.3029086199
888	0.3028997623
889	0.3028001542
890	0.3027312092
891	0.3025668298
892	0.3025421191
893	0.3024402462
894	0.3023162672
895	0.3022584367
896	0.3022279067
897	0.3021040063
898	0.3020620515
899	0.3018798863
900	0.3017343116
901	0.3016495772
902	0.3016030246
903	0.3015463435
904	0.3014235553
905	0.301212605
906	0.3011694321
907	0.3011313171
908	0.3010079968
909	0.3008441768
910	0.3007239301
911	0.3007149194
912	0.3004020657
913	0.300341801
914	0.3002797563
915	0.3002058739
916	0.3001295364
917	0.3001027417
918	0.2998773897
919	0.2998021593
920	0.2997261651
921	0.2996471688
922	0.2995867994
923	0.2995443079
924	0.2994585067
925	0.2993249382
926	0.2992097544
927	0.2990963656
928	0.2990504629
929	0.2989105509
930	0.298790139
931	0.29866893
932	0.2985981908
933	0.2984046866
934	0.2983431751
935	0.2980597229
936	0.2980148993
937	0.2979211709
938	0.2978528075
939	0.2977792508
940	0.2976453997
941	0.2976015827
942	0.297399758
943	0.2971375218
944	0.2969403559
945	0.2967901682
946	0.2967027473
947	0.2966360629
948	0.2965903001
949	0.2965033954
950	0.2964095234
951	0.2962992452
952	0.2961313066
953	0.2960713299
954	0.2958438338
955	0.2957243801
956	0.2956982177
957	0.2956300954
958	0.2955509534
959	0.2954859585
960	0.2954603249
961	0.2954280893
962	0.2953436749
963	0.2952562673
964	0.2951131411
965	0.2949893674
966	0.2947089683
967	0.2946275649
968	0.2945994097
969	0.2945420715
970	0.2943270463
971	0.2942773093
972	0.2941372815
973	0.2940867354
974	0.2940612537
975	0.2939775904
976	0.2939173616
977	0.2938743148
978	0.2938321826
979	0.2937876927
980	0.2937269503
981	0.2936823272
982	0.2935675043
983	0.293464262
984	0.2933677378
985	0.2931711385
986	0.293067594
987	0.2930619797
988	0.2929161158
989	0.2927002185
990	0.2925426517
991	0.2924753358
992	0.2923053734
993	0.2922702394
994	0.2922333411
995	0.2921853823
996	0.2921039238
997	0.2920539912
998	0.2918623226
999	0.2917358047
