iter	RMSE
284	5347.651605
285	5345.617654
286	5342.229133
287	5337.275208
288	5335.310682
289	5332.074966
290	5329.017209
291	5326.996143
292	5323.595411
293	5320.793805
294	5319.336421
295	5315.44905
296	5312.593109
297	5309.833095
298	5308.586631
299	5304.35648
300	5298.808283
301	5296.064058
302	5293.789913
303	5288.715333
304	5286.618236
305	5282.849273
306	5278.176707
307	5275.746292
308	5273.557748
309	5268.952957
310	5264.692012
311	5262.486496
312	5258.976542
313	5257.902966
314	5254.457011
315	5252.008692
316	5250.714648
317	5248.655189
318	5247.636092
319	5245.35426
320	5242.628156
321	5238.658454
322	5236.102763
323	5234.116323
324	5231.677872
325	5228.488567
326	5224.259984
327	5222.294753
328	5220.685279
329	5216.835306
330	5215.485545
331	5212.751731
332	5208.493615
333	5203.386745
334	5199.962477
335	5196.677257
336	5194.042385
337	5191.185554
338	5188.209836
339	5186.115657
340	5183.973374
341	5181.706944
342	5180.412232
343	5177.765435
344	5176.516819
345	5175.522729
346	5174.783528
347	5172.651897
348	5169.752746
349	5167.092736
350	5165.054491
351	5162.147762
352	5159.478841
353	5155.370359
354	5151.886784
355	5151.042354
356	5147.923072
357	5144.798308
358	5142.661432
359	5140.706215
360	5137.526528
361	5134.013313
362	5130.970259
363	5130.340737
364	5128.512071
365	5127.443074
366	5123.580343
367	5121.953236
368	5121.282892
369	5116.936174
370	5113.868388
371	5110.850247
372	5107.155505
373	5103.847246
374	5100.793547
375	5100.151011
376	5099.251045
377	5096.9502
378	5095.56351
379	5092.98618
380	5090.25545
381	5089.681384
382	5089.003023
383	5086.126129
384	5084.090435
385	5082.370588
386	5080.217548
387	5077.453282
388	5072.754921
389	5070.744737
390	5069.782622
391	5067.700681
392	5064.76739
393	5062.108774
394	5060.747226
395	5059.390808
396	5054.064391
397	5051.711998
398	5049.730428
399	5047.914645
400	5045.929365
401	5042.780893
402	5038.750364
403	5036.296015
404	5033.56537
405	5030.787405
406	5028.320835
407	5026.664616
408	5025.685565
409	5024.37349
410	5022.395168
411	5021.611663
412	5021.093766
413	5018.149057
414	5016.083631
415	5014.807636
416	5012.268172
417	5011.386254
418	5008.774035
419	5005.5758
420	5004.654531
421	5002.092532
422	4999.477488
423	4998.023492
424	4995.244785
425	4992.902879
426	4991.444739
427	4990.091416
428	4988.289824
429	4986.241428
430	4985.071158
431	4980.907591
432	4979.766841
433	4978.007984
434	4976.032363
435	4974.714535
436	4972.841577
437	4968.418318
438	4966.325197
439	4963.834867
440	4961.429635
441	4958.52226
442	4956.553926
443	4955.58751
444	4952.969449
445	4951.071051
446	4949.261707
447	4948.444917
448	4946.334795
449	4945.215382
450	4942.414985
451	4940.356126
452	4939.591078
453	4938.745125
454	4935.995732
455	4935.189716
456	4932.629028
457	4931.078024
458	4928.933922
459	4927.975543
460	4926.109033
461	4924.326192
462	4921.623354
463	4920.066553
464	4918.623948
465	4917.286505
466	4916.616729
467	4914.779362
468	4912.414982
469	4911.739215
470	4909.433989
471	4908.065578
472	4905.617467
473	4903.354778
474	4900.898714
475	4899.935563
476	4898.443196
477	4895.440004
478	4894.288267
479	4893.477762
480	4890.076665
481	4888.338643
482	4886.34519
483	4883.078228
484	4881.315598
485	4879.36593
486	4878.349034
487	4877.061487
488	4873.548618
489	4872.947418
490	4870.707807
491	4866.155768
492	4864.721189
493	4861.33545
494	4857.584442
495	4856.663429
496	4855.407343
497	4854.857424
498	4852.173363
499	4848.398685
500	4846.857214
501	4845.057918
502	4842.699612
503	4838.231673
504	4835.743572
505	4834.230216
506	4833.648692
507	4832.144969
508	4828.541688
509	4826.452055
510	4825.889484
511	4825.21061
512	4823.91003
513	4821.717764
514	4820.633676
515	4818.488861
516	4816.876827
517	4814.48127
518	4812.620436
519	4810.969217
520	4809.621893
521	4808.338647
522	4807.173693
523	4803.94217
524	4802.541733
525	4800.696557
526	4799.484889
527	4796.694329
528	4793.491205
529	4791.161917
530	4788.642079
531	4785.253945
532	4784.060568
533	4782.992789
534	4779.46716
535	4777.220983
536	4776.713536
537	4774.710175
538	4772.603679
539	4771.78111
540	4769.140232
541	4767.011422
542	4764.952482
543	4761.520804
544	4760.374943
545	4758.852186
546	4758.224301
547	4756.963866
548	4754.522779
549	4753.047489
550	4751.220125
551	4747.97185
552	4746.841272
553	4746.094129
554	4744.03699
555	4743.247095
556	4741.237077
557	4739.867077
558	4738.250662
559	4737.726033
560	4735.853268
561	4734.576598
562	4731.02959
563	4730.458782
564	4726.757544
565	4725.096081
566	4723.301639
567	4722.75785
568	4720.669
569	4719.714798
570	4717.800325
571	4717.10326
572	4716.504497
573	4715.673326
574	4713.058555
575	4710.13454
576	4708.871998
577	4706.875454
578	4706.348194
579	4705.821165
580	4703.623071
581	4702.852023
582	4702.088645
583	4700.053778
584	4697.116469
585	4696.015696
586	4694.239766
587	4693.13415
588	4692.442221
589	4691.281047
590	4689.197441
591	4686.297566
592	4685.281814
593	4683.980986
594	4682.13573
595	4680.095828
596	4679.369631
597	4678.303195
598	4676.929394
599	4675.61981
600	4674.495025
601	4672.510159
602	4668.924321
603	4666.261085
604	4665.61875
605	4663.783318
606	4662.085699
607	4660.518507
608	4658.636041
609	4658.190515
610	4655.703092
611	4654.523127
612	4650.884841
613	4649.071747
614	4648.354455
615	4646.746642
616	4645.142263
617	4644.765368
618	4642.587543
619	4640.666952
620	4637.30241
621	4636.561391
622	4633.524087
623	4632.365166
624	4630.974939
625	4630.236511
626	4627.847628
627	4626.002023
628	4625.438957
629	4623.732612
630	4622.78237
631	4622.208024
632	4618.81131
633	4617.456092
634	4615.777144
635	4614.979267
636	4613.943855
637	4610.185334
638	4608.99296
639	4607.126678
640	4605.731465
641	4604.540356
642	4603.316626
643	4602.964172
644	4601.075224
645	4598.391815
646	4598.033405
647	4596.591454
648	4595.389867
649	4593.628116
650	4592.751575
651	4590.76293
652	4588.769977
653	4586.468303
654	4582.692896
655	4581.893045
656	4580.246104
657	4579.934213
658	4577.484238
659	4575.091918
660	4573.167137
661	4572.564343
662	4570.023917
663	4568.73447
664	4567.681463
665	4566.446175
666	4565.103215
667	4564.784678
668	4562.806946
669	4561.882981
670	4559.836307
671	4558.682981
672	4556.324386
673	4555.276565
674	4553.865618
675	4552.830596
676	4551.006431
677	4549.471727
678	4546.907931
679	4545.314632
680	4542.901349
681	4540.346437
682	4538.908735
683	4535.933247
684	4534.587304
685	4532.495358
686	4528.780074
687	4528.306328
688	4527.09372
689	4525.943619
690	4524.197306
691	4523.078596
692	4520.692487
693	4519.080531
694	4516.876325
695	4515.270925
696	4514.649787
697	4513.268094
698	4511.60199
699	4509.00418
700	4507.255308
701	4504.997373
702	4503.516255
703	4501.88585
704	4500.133808
705	4498.493535
706	4497.968644
707	4497.47487
708	4496.569428
709	4494.437689
710	4492.359652
711	4491.986745
712	4491.163903
713	4490.210529
714	4489.561972
715	4488.214402
716	4486.309518
717	4484.782554
718	4483.618999
719	4482.585458
720	4482.078569
721	4480.971617
722	4479.115651
723	4478.041448
724	4477.25598
725	4475.578616
726	4474.081043
727	4472.43367
728	4469.461602
729	4467.918644
730	4465.220398
731	4464.390195
732	4463.077656
733	4461.612831
734	4461.025675
735	4460.509988
736	4460.049829
737	4457.511913
738	4456.936417
739	4455.98916
740	4453.703292
741	4451.734431
742	4451.423509
743	4449.741775
744	4447.859097
745	4447.046703
746	4444.824323
747	4443.756249
748	4442.378316
749	4441.82085
750	4440.393799
751	4440.061228
752	4439.597902
753	4438.05517
754	4437.035979
755	4435.856692
756	4435.43369
757	4434.422122
758	4432.248226
759	4430.528045
760	4428.221912
761	4427.381566
762	4426.843742
763	4425.012545
764	4422.8709
765	4422.262536
766	4420.94683
767	4418.094212
768	4416.45095
769	4415.585687
770	4414.212788
771	4413.152533
772	4412.345983
773	4411.805545
774	4410.770489
775	4408.212219
776	4406.580282
777	4405.739973
778	4404.278614
779	4402.663855
780	4401.954469
781	4401.000236
782	4399.307507
783	4398.03727
784	4396.314626
785	4394.939421
786	4393.359003
787	4391.563351
788	4390.740071
789	4390.099854
790	4389.282631
791	4388.329619
792	4386.822852
793	4385.658172
794	4385.054388
795	4382.485339
796	4381.9406
797	4381.084866
798	4379.262667
799	4376.929838
800	4376.338376
801	4375.551363
802	4374.953463
803	4374.007502
804	4373.533639
805	4371.730952
806	4371.386456
807	4369.221914
808	4367.137143
809	4366.439215
810	4366.221016
811	4365.817628
812	4363.289075
813	4362.77507
814	4361.432472
815	4360.597811
816	4360.100726
817	4358.178634
818	4356.132165
819	4354.911653
820	4352.826996
821	4351.807102
822	4351.175091
823	4350.650056
824	4349.3967
825	4348.212142
826	4347.31467
827	4346.585759
828	4345.769954
829	4345.254813
830	4342.938378
831	4342.311837
832	4341.222348
833	4339.61453
834	4338.219017
835	4336.125159
836	4335.495561
837	4334.613734
838	4334.168941
839	4333.401889
840	4332.105974
841	4330.459235
842	4329.53001
843	4327.882346
844	4326.489463
845	4325.445597
846	4324.588035
847	4323.321836
848	4322.797833
849	4321.779092
850	4320.728874
851	4319.236452
852	4318.130915
853	4317.039638
854	4316.816371
855	4316.067995
856	4314.319659
857	4313.235182
858	4312.644599
859	4312.103643
860	4311.343074
861	4309.820482
862	4308.444078
863	4307.648708
864	4306.495557
865	4305.732708
866	4304.355873
867	4303.489317
868	4301.273985
869	4299.680313
870	4299.290041
871	4298.89254
872	4297.767021
873	4296.190589
874	4295.778092
875	4294.348169
876	4293.682623
877	4292.840416
878	4291.648662
879	4290.857925
880	4289.225924
881	4288.270179
882	4287.657233
883	4286.186977
884	4285.000844
885	4283.39609
886	4281.876708
887	4281.231344
888	4280.095061
889	4279.460503
890	4278.170347
891	4277.91982
892	4276.752541
893	4276.229188
894	4275.898946
895	4274.197396
896	4273.506758
897	4271.73355
898	4270.796563
899	4270.091199
900	4269.212462
901	4267.821762
902	4266.47689
903	4265.884259
904	4265.081517
905	4264.157399
906	4261.777382
907	4260.842746
908	4259.409548
909	4258.601805
910	4257.970749
911	4257.050019
912	4256.699084
913	4256.101762
914	4254.614671
915	4252.63223
916	4250.614475
917	4250.100004
918	4249.320431
919	4247.905764
920	4247.447866
921	4245.770124
922	4245.110378
923	4244.252811
924	4242.971966
925	4242.681815
926	4241.397824
927	4239.856328
928	4238.079331
929	4237.489123
930	4236.883329
931	4236.222468
932	4234.916276
933	4232.747547
934	4231.56412
935	4231.141871
936	4229.267357
937	4228.737949
938	4227.379534
939	4225.316075
940	4224.365004
941	4223.333537
942	4222.042204
943	4221.178244
944	4220.805454
945	4219.132006
946	4218.049626
947	4215.895846
948	4214.895019
949	4213.827705
950	4212.617907
951	4211.534486
952	4210.368794
953	4209.998274
954	4209.511161
955	4208.718435
956	4207.420309
957	4206.872855
958	4206.554199
959	4205.716943
960	4204.816845
961	4204.040329
962	4203.423178
963	4202.700575
964	4201.375478
965	4200.123657
966	4197.615196
967	4195.802269
968	4195.052001
969	4194.407912
970	4193.376379
971	4191.19475
972	4190.457765
973	4189.169475
974	4188.119116
975	4186.791131
976	4186.066139
977	4185.383601
978	4183.877832
979	4182.713216
980	4180.651644
981	4180.343917
982	4179.58479
983	4178.035607
984	4176.404909
985	4175.082803
986	4174.368007
987	4172.906947
988	4172.118734
989	4171.298041
990	4170.001761
991	4168.442897
992	4167.174965
993	4166.489915
994	4164.506904
995	4163.182651
996	4162.150403
997	4161.018087
998	4159.913091
999	4159.405204
