iter	Logloss
203	0.3627240885
204	0.3624127023
205	0.3620504619
206	0.3616575319
207	0.3615105231
208	0.3612998407
209	0.3608971294
210	0.3605142537
211	0.3602011307
212	0.3596775484
213	0.3593462852
214	0.358891146
215	0.3583949462
216	0.3581791594
217	0.3578955116
218	0.3574824307
219	0.3572841165
220	0.3571810803
221	0.3568257576
222	0.3565334484
223	0.3564822026
224	0.3561487349
225	0.3560631546
226	0.3556377221
227	0.3553723313
228	0.3550245987
229	0.3547574393
230	0.3542749111
231	0.3538996867
232	0.3536935326
233	0.35336276
234	0.3533121284
235	0.3530470413
236	0.3525357588
237	0.3521892948
238	0.3517700978
239	0.3514766914
240	0.3511922022
241	0.3509323828
242	0.3506016408
243	0.3503015097
244	0.3500155034
245	0.3497493939
246	0.3495390723
247	0.3492989495
248	0.349156187
249	0.348910665
250	0.3485109754
251	0.3482396907
252	0.3480695849
253	0.3478286897
254	0.3474686334
255	0.34714468
256	0.3468836763
257	0.3467401298
258	0.3465608447
259	0.346347098
260	0.3461093687
261	0.3457732242
262	0.3455475362
263	0.3452231571
264	0.3449823119
265	0.3447911727
266	0.3446281663
267	0.34447968
268	0.344397581
269	0.3442564059
270	0.3440791053
271	0.3438805775
272	0.3437647237
273	0.3435012659
274	0.3432298027
275	0.3431199234
276	0.3428828755
277	0.3425047067
278	0.342334343
279	0.3421813595
280	0.342118484
281	0.34190633
282	0.3417304901
283	0.3415863322
284	0.3415178382
285	0.341405314
286	0.3411767238
287	0.3411610306
288	0.3409947239
289	0.3408666516
290	0.3406416387
291	0.3403451746
292	0.3402401949
293	0.3399436715
294	0.3398220659
295	0.3396166517
296	0.3393652966
297	0.339209055
298	0.3390741093
299	0.3390036315
300	0.3387455859
301	0.3385530669
302	0.3383814198
303	0.3382922751
304	0.3380415373
305	0.3378926367
306	0.3378337113
307	0.3376254316
308	0.337417209
309	0.3373237366
310	0.3370950257
311	0.3369710663
312	0.3368838232
313	0.3365623623
314	0.3362806298
315	0.3360017457
316	0.3359097687
317	0.3357426448
318	0.3355799446
319	0.3354469486
320	0.3352603537
321	0.3350038604
322	0.3346950258
323	0.3345471355
324	0.3342715177
325	0.3341672836
326	0.3340153268
327	0.3338374103
328	0.3336623914
329	0.333521502
330	0.3332680347
331	0.332859717
332	0.3326640353
333	0.33263751
334	0.3324132205
335	0.332279007
336	0.3321431999
337	0.3319732136
338	0.3319382371
339	0.3318552854
340	0.331731822
341	0.3316020894
342	0.3315870991
343	0.3314738317
344	0.3313248782
345	0.3311938084
346	0.3309088264
347	0.3308370176
348	0.3306547298
349	0.3305651355
350	0.3303024446
351	0.3302125394
352	0.3301027968
353	0.329790589
354	0.3294863504
355	0.3294694417
356	0.3292935102
357	0.329141528
358	0.329107682
359	0.3289335185
360	0.328770785
361	0.3285707669
362	0.3284850098
363	0.3282579422
364	0.3282298343
365	0.3279726396
366	0.3278172469
367	0.3277274073
368	0.3275263966
369	0.3273312094
370	0.3272023969
371	0.3270456711
372	0.3269441604
373	0.3267692347
374	0.3267654587
375	0.3266031415
376	0.3264697902
377	0.3263550767
378	0.3262358389
379	0.3261416434
380	0.3260668064
381	0.3259715037
382	0.3258157729
383	0.3256528208
384	0.3255143215
385	0.3253992886
386	0.3252114584
387	0.3250126676
388	0.3248636036
389	0.3247418463
390	0.3246020769
391	0.3245250571
392	0.3244120974
393	0.3242032565
394	0.3240783089
395	0.3238659724
396	0.3237356807
397	0.323605561
398	0.323602232
399	0.3235913171
400	0.3235343766
401	0.3234394531
402	0.3231804832
403	0.3230068572
404	0.3228825816
405	0.3228046795
406	0.3226697307
407	0.3225214144
408	0.3223752896
409	0.3222533933
410	0.3219289772
411	0.3218638698
412	0.3218085718
413	0.3216959149
414	0.3215504756
415	0.3215136073
416	0.3213382253
417	0.3212565588
418	0.32120806
419	0.3211342646
420	0.321027671
421	0.3209801992
422	0.3207481861
423	0.3205595936
424	0.3205231592
425	0.320451187
426	0.3203840719
427	0.3202166252
428	0.3199294663
429	0.3196739119
430	0.3193527287
431	0.3192543981
432	0.3191367421
433	0.3190422407
434	0.3188006378
435	0.3186887226
436	0.3185303256
437	0.3184038236
438	0.3182899724
439	0.3181994722
440	0.3179407676
441	0.3177585744
442	0.3176919972
443	0.3176494941
444	0.3175641095
445	0.3175093774
446	0.317449496
447	0.317204409
448	0.3170516163
449	0.3169967921
450	0.3167495379
451	0.3166261851
452	0.3166058518
453	0.3165307219
454	0.316404002
455	0.3163699695
456	0.3162618809
457	0.3161023947
458	0.3159837023
459	0.3158743236
460	0.3158070992
461	0.3156354784
462	0.3155021718
463	0.3154030026
464	0.3151237753
465	0.3150484562
466	0.3150082953
467	0.3149692797
468	0.3149105993
469	0.3147320962
470	0.3145984896
471	0.3144370499
472	0.3143926209
473	0.3143430162
474	0.3142945851
475	0.3142060393
476	0.3140907468
477	0.3137860263
478	0.313565121
479	0.3134946
480	0.313448499
481	0.3133834388
482	0.313334506
483	0.3132537269
484	0.3131456168
485	0.31301528
486	0.3128113956
487	0.3127626417
488	0.3127168025
489	0.3126107998
490	0.3124986324
491	0.3124972368
492	0.3123587326
493	0.3123150466
494	0.3122242914
495	0.3121117046
496	0.311978145
497	0.3119200657
498	0.3117747172
499	0.311746277
500	0.311685025
501	0.3115329624
502	0.3114895816
503	0.311461612
504	0.3113469031
505	0.3112538637
506	0.3110508251
507	0.3107841449
508	0.3106993633
509	0.3106337161
510	0.3104416516
511	0.3102216005
512	0.310097765
513	0.3098855603
514	0.3098201928
515	0.3097474598
516	0.3096815087
517	0.3096727812
518	0.3095229738
519	0.3094387714
520	0.3093330015
521	0.3091712765
522	0.3089344629
523	0.3088205313
524	0.3087433119
525	0.308514922
526	0.3084420848
527	0.3083538794
528	0.3081153773
529	0.3079102651
530	0.3077452271
531	0.3076584342
532	0.3076066262
533	0.3074286656
534	0.3073562512
535	0.3073196937
536	0.3072916662
537	0.3071312517
538	0.3070051316
539	0.3069968005
540	0.3068105352
541	0.3066051527
542	0.3065191443
543	0.3064558014
544	0.3062762256
545	0.3062506399
546	0.3060683447
547	0.3060334716
548	0.3058759228
549	0.305539478
550	0.3054831732
551	0.3053653404
552	0.3053148403
553	0.3052186306
554	0.3051417445
555	0.3050344713
556	0.3049599927
557	0.3048159285
558	0.3047485867
559	0.3046977704
560	0.3045004301
561	0.3043679026
562	0.3042017813
563	0.3040266881
564	0.3038991623
565	0.3037883119
566	0.3035403168
567	0.3032440011
568	0.3031504037
569	0.3029635574
570	0.3028618579
571	0.3027429889
572	0.3027101275
573	0.3026256602
574	0.3025887049
575	0.3025026719
576	0.3024835558
577	0.3023046451
578	0.3022516387
579	0.3022382441
580	0.3021733252
581	0.302051748
582	0.3019323767
583	0.3019026973
584	0.3016719571
585	0.3015679568
586	0.3014601829
587	0.3014064956
588	0.3014063292
589	0.3012929004
590	0.3010277679
591	0.300928907
592	0.30080796
593	0.300664792
594	0.3005420673
595	0.3004622528
596	0.3003389244
597	0.300267494
598	0.3002269991
599	0.3000703162
600	0.3000068094
601	0.299894933
602	0.2998302044
603	0.299559619
604	0.2994863064
605	0.2993861265
606	0.2992851088
607	0.2992176567
608	0.2991860956
609	0.2990980875
610	0.2990666193
611	0.2989894671
612	0.2988296035
613	0.2985906696
614	0.2984255206
615	0.2982226996
616	0.2981224596
617	0.2980089962
618	0.2979334534
619	0.2977633829
620	0.2977347345
621	0.2975807495
622	0.2973229518
623	0.2972029943
624	0.2971006828
625	0.2970584005
626	0.2968654162
627	0.2968082388
628	0.2967283028
629	0.296686834
630	0.2966425032
631	0.2966189329
632	0.2965846032
633	0.2964049423
634	0.2963938966
635	0.29619342
636	0.2961452451
637	0.2960847956
638	0.2960427724
639	0.2959337818
640	0.2958718026
641	0.2956203761
642	0.2955334154
643	0.2953370045
644	0.2953053424
645	0.2952569204
646	0.2951785363
647	0.2951328701
648	0.2949670482
649	0.2949168702
650	0.2947850912
651	0.2945650893
652	0.2945118653
653	0.2943243237
654	0.2943213525
655	0.2942049668
656	0.2940455676
657	0.2939745514
658	0.2939104764
659	0.2936900187
660	0.2936799984
661	0.2936297254
662	0.2935220144
663	0.2934122626
664	0.2933399749
665	0.2932735341
666	0.2930785759
667	0.2930100377
668	0.2928777152
669	0.2928636781
670	0.2928176637
671	0.2928019002
672	0.2926375014
673	0.2925081387
674	0.2923895702
675	0.2922941826
676	0.292262479
677	0.2921641199
678	0.2920876376
679	0.2920191155
680	0.2919047647
681	0.2918468372
682	0.2917016439
683	0.2916538492
684	0.2915527859
685	0.2914105345
686	0.2912663844
687	0.2911552872
688	0.291067046
689	0.2909499787
690	0.2907719357
691	0.2906244943
692	0.2905638553
693	0.290472218
694	0.2903502132
695	0.2902945662
696	0.2902093068
697	0.2900968339
698	0.2900161477
699	0.2898914384
700	0.2895835599
701	0.2894708485
702	0.2894621448
703	0.2894313274
704	0.2893743862
705	0.2893680254
706	0.2892282523
707	0.2891786894
708	0.2890810142
709	0.2889596445
710	0.2888683596
711	0.2887209198
712	0.2883756692
713	0.2882276061
714	0.288087804
715	0.2878850906
716	0.2878580306
717	0.2877583349
718	0.2875243339
719	0.2872614257
720	0.2870413076
721	0.2867916639
722	0.2866413426
723	0.2864909457
724	0.2862739993
725	0.2862300963
726	0.2861912787
727	0.2859022254
728	0.2856977914
729	0.2855486703
730	0.2854142744
731	0.2853220753
732	0.2852201237
733	0.2851339989
734	0.2850607894
735	0.2849092785
736	0.2848326786
737	0.2847069722
738	0.2846630181
739	0.2846229887
740	0.2845358468
741	0.284411907
742	0.2843715578
743	0.2843312093
744	0.2842156681
745	0.2840441517
746	0.2838548319
747	0.2837233006
748	0.2836548155
749	0.2833813001
750	0.2833451677
751	0.2832048669
752	0.2831900019
753	0.2830885713
754	0.2828224012
755	0.2827236739
756	0.2826593843
757	0.2824889954
758	0.2824090384
759	0.2822180979
760	0.2821430481
761	0.2820174795
762	0.2818395727
763	0.2816854903
764	0.2815160364
765	0.2813503204
766	0.2812818035
767	0.2810521437
768	0.2810346423
769	0.2808756171
770	0.280841262
771	0.280673292
772	0.2805528334
773	0.2804969756
774	0.2803223027
775	0.2802628506
776	0.2802269926
777	0.2800598695
778	0.2800214526
779	0.2799125818
780	0.2798876921
781	0.2796882237
782	0.2796487441
783	0.2795068417
784	0.2794520391
785	0.279268052
786	0.2791663857
787	0.2791601656
788	0.2790669274
789	0.2788927502
790	0.2788099666
791	0.2786088948
792	0.2784224023
793	0.2783376334
794	0.2783053467
795	0.2781914966
796	0.277979176
797	0.2778949045
798	0.2778636965
799	0.2778402974
800	0.2777260129
801	0.2776870115
802	0.2776454714
803	0.2775578178
804	0.2774878088
805	0.2774327283
806	0.277279716
807	0.2771336889
808	0.2770679537
809	0.2769584396
810	0.276884123
811	0.2768229385
812	0.2766409258
813	0.2765253643
814	0.276371385
815	0.2762921138
816	0.2762050447
817	0.2759369189
818	0.2757635243
819	0.2757001045
820	0.2756351537
821	0.2755605423
822	0.2753831009
823	0.2753393157
824	0.2752381601
825	0.2751188992
826	0.2749574079
827	0.2748225757
828	0.2747906988
829	0.274736101
830	0.274638668
831	0.274579532
832	0.2745504921
833	0.2745099094
834	0.2744658392
835	0.2743110502
836	0.2742874163
837	0.274160505
838	0.2739942315
839	0.2738285137
840	0.2737499005
841	0.2736346753
842	0.2735312356
843	0.2734738504
844	0.2733757401
845	0.2732584396
846	0.2731967875
847	0.2731110101
848	0.2729891537
849	0.2729385291
850	0.2728794063
851	0.2725611388
852	0.2724944795
853	0.2723723717
854	0.2722964174
855	0.2722210942
856	0.2720730075
857	0.271782067
858	0.2717507716
859	0.2717249921
860	0.2716277396
861	0.2716050166
862	0.271563886
863	0.2715411297
864	0.2714957803
865	0.2713454773
866	0.2712555536
867	0.2710973323
868	0.2710223959
869	0.2709347317
870	0.2709308557
871	0.2708042087
872	0.2706380251
873	0.2705242029
874	0.2704333397
875	0.270332969
876	0.2700486049
877	0.2699666548
878	0.2697711128
879	0.2697570193
880	0.2696915508
881	0.2696450887
882	0.2695872771
883	0.2695010726
884	0.2694023121
885	0.2693416013
886	0.2692621106
887	0.2692136589
888	0.2690745609
889	0.2690430935
890	0.2689205867
891	0.2688030085
892	0.2687774097
893	0.2686019057
894	0.2685755427
895	0.2681577614
896	0.2679425432
897	0.2678978319
898	0.2678526898
899	0.267762217
900	0.2675346995
901	0.2672786845
902	0.2672752247
903	0.2671980422
904	0.2671347511
905	0.2669939749
906	0.266951489
907	0.2668397029
908	0.2666858368
909	0.2665822314
910	0.2664360256
911	0.2662181306
912	0.266171201
913	0.2660753181
914	0.2660011218
915	0.2657800448
916	0.2657090511
917	0.2653918992
918	0.2652947947
919	0.2652537206
920	0.2652122425
921	0.2651610087
922	0.2651128857
923	0.2650859895
924	0.2650208699
925	0.2649754129
926	0.2648158667
927	0.2645816331
928	0.2642426251
929	0.2641277133
930	0.2641021429
931	0.2640818093
932	0.2640119941
933	0.2639724814
934	0.2636715224
935	0.2636356992
936	0.2636159439
937	0.2634155516
938	0.2633116442
939	0.2631913545
940	0.2631502104
941	0.2630591746
942	0.2629667933
943	0.2628624047
944	0.2628036316
945	0.2627429975
946	0.2624591402
947	0.2623619298
948	0.2623338582
949	0.262071641
950	0.262025175
951	0.2618936708
952	0.2618341993
953	0.2618164985
954	0.261741093
955	0.2617037955
956	0.2616430172
957	0.2615911859
958	0.2615777419
959	0.261482273
960	0.261406508
961	0.2612031815
962	0.2611836268
963	0.2610637419
964	0.2609864195
965	0.2609002353
966	0.2608953442
967	0.260777997
968	0.2607340725
969	0.2605434932
970	0.2603522262
971	0.2603145803
972	0.260276129
973	0.2602319293
974	0.2601949055
975	0.2601444568
976	0.2599167325
977	0.259767574
978	0.2596587943
979	0.2595569007
980	0.2595165339
981	0.2592923159
982	0.2592722509
983	0.2592363226
984	0.2592168714
985	0.2590497887
986	0.2588322285
987	0.2586066273
988	0.2583478353
989	0.2582489894
990	0.2582322191
991	0.2581394784
992	0.2580481709
993	0.2579195756
994	0.2576370918
995	0.2576002307
996	0.2575506663
997	0.2575144323
998	0.2573918885
999	0.2573243978
