iter	RMSE
445	0.8567532075
446	0.8567427354
447	0.856728134
448	0.8567166615
449	0.8567071712
450	0.8566848181
451	0.8566632374
452	0.8566539337
453	0.8566341724
454	0.8566139952
455	0.8565800964
456	0.8565790186
457	0.8565689379
458	0.8565556298
459	0.856535029
460	0.8565258202
461	0.856518024
462	0.8565011127
463	0.8564857575
464	0.8564433387
465	0.856410832
466	0.8564004409
467	0.8563994459
468	0.8563611733
469	0.8563353681
470	0.8563005921
471	0.8562935452
472	0.8562814397
473	0.8562630194
474	0.8562301327
475	0.8562080533
476	0.8561936066
477	0.856166534
478	0.8561511395
479	0.8561471701
480	0.8561445263
481	0.8561214359
482	0.856105487
483	0.8561001926
484	0.8560988487
485	0.8560842827
486	0.8560718372
487	0.856061138
488	0.8560245617
489	0.856020154
490	0.8560149993
491	0.8559996691
492	0.8559928379
493	0.8559588176
494	0.8559334897
495	0.8559144267
496	0.8559039403
497	0.8559007679
498	0.8558825173
499	0.8558640332
500	0.8558548082
501	0.8558255259
502	0.8558100879
503	0.8557968353
504	0.8557785716
505	0.8557605504
506	0.8557588609
507	0.8557358138
508	0.8557277429
509	0.8557122642
510	0.8556992555
511	0.8556760636
512	0.8556600829
513	0.8556571383
514	0.8556102727
515	0.8555971276
516	0.8555900177
517	0.8555732275
518	0.8555640936
519	0.8555375593
520	0.8555261886
521	0.8554982135
522	0.8554786056
523	0.8554642649
524	0.8554516132
525	0.8554342012
526	0.8554138982
527	0.8554100144
528	0.8553984077
529	0.8553721149
530	0.8553497882
531	0.8553401758
532	0.8553390792
533	0.8553223564
534	0.8553183843
535	0.8553103542
536	0.855288844
537	0.8552608624
538	0.8552509806
539	0.85524774
540	0.8552369436
541	0.8552214925
542	0.8552063038
543	0.855186598
544	0.8551776826
545	0.8551677542
546	0.8551326307
547	0.8551220095
548	0.855100199
549	0.8550887867
550	0.8550872023
551	0.8550775696
552	0.8550648872
553	0.8550504866
554	0.8550348935
555	0.8550151739
556	0.8549930553
557	0.8549685147
558	0.8549525779
559	0.8549492142
560	0.8549314758
561	0.8549122501
562	0.8548959417
563	0.8548712718
564	0.8548455085
565	0.8548386696
566	0.8548085156
567	0.8547832805
568	0.8547761175
569	0.8547616402
570	0.8547496729
571	0.8547277873
572	0.8547166463
573	0.8546936112
574	0.8546911033
575	0.8546647574
576	0.8546571272
577	0.854655581
578	0.8546505278
579	0.8546436033
580	0.854627008
581	0.8546129077
582	0.8545949048
583	0.8545920787
584	0.8545633514
585	0.854533289
586	0.8545210169
587	0.8545046513
588	0.8544940236
589	0.8544822882
590	0.8544729467
591	0.8544627561
592	0.8544469415
593	0.8544316521
594	0.8544204467
595	0.8544116544
596	0.8544002857
597	0.8543941624
598	0.8543868825
599	0.8543824582
600	0.8543640197
601	0.8543567974
602	0.8543464251
603	0.8543443531
604	0.8543220765
605	0.8543170087
606	0.854304487
607	0.8542914831
608	0.854271023
609	0.8542629202
610	0.8542498499
611	0.8542342031
612	0.8542323336
613	0.8542191373
614	0.854211854
615	0.8541924969
616	0.8541616162
617	0.8541531516
618	0.8541388777
619	0.8541267883
620	0.8541155277
621	0.8541051112
622	0.8540825146
623	0.8540777516
624	0.8540415607
625	0.8540295196
626	0.853984541
627	0.8539553715
628	0.8539242052
629	0.8539040833
630	0.8538844327
631	0.8538701818
632	0.8538502768
633	0.853843403
634	0.8538379499
635	0.8538155957
636	0.8537995472
637	0.8537800578
638	0.8537685825
639	0.8537559884
640	0.8537468515
641	0.8537300405
642	0.8537187022
643	0.8537083057
644	0.8537045761
645	0.8536845752
646	0.8536700249
647	0.8536498996
648	0.8536416852
649	0.8536300676
650	0.8536246554
651	0.8536110755
652	0.8536009168
653	0.8535992119
654	0.8535862735
655	0.8535626982
656	0.8535571278
657	0.8535348458
658	0.8535281657
659	0.8535112036
660	0.8534922015
661	0.8534807787
662	0.853478235
663	0.8534655462
664	0.8534524361
665	0.8534412335
666	0.8534323027
667	0.8534207526
668	0.8533912846
669	0.8533747285
670	0.8533556595
671	0.8533379339
672	0.8533231573
673	0.8533027884
674	0.8532789994
675	0.8532711041
676	0.8532692209
677	0.8532529141
678	0.8532386063
679	0.8532291739
680	0.8532127268
681	0.8532063391
682	0.8531856305
683	0.8531734052
684	0.853158618
685	0.8531453963
686	0.8531315966
687	0.8531158784
688	0.8531106108
689	0.8530984029
690	0.8530871161
691	0.8530710155
692	0.8530606156
693	0.85305767
694	0.8530538865
695	0.8530530696
696	0.8530431122
697	0.8530364944
698	0.8530309441
699	0.8530132386
700	0.8530034308
701	0.8529919414
702	0.8529796572
703	0.85297488
704	0.8529676412
705	0.8529428927
706	0.8529404217
707	0.8529241292
708	0.852921652
709	0.8529093927
710	0.8528970005
711	0.8528857369
712	0.8528800827
713	0.8528590207
714	0.8528463468
715	0.8528378511
716	0.8528131717
717	0.8527982776
718	0.8527940473
719	0.8527705435
720	0.852758581
721	0.8527505672
722	0.8527486591
723	0.8527260314
724	0.8527090251
725	0.8526725365
726	0.8526633234
727	0.8526509523
728	0.8526401393
729	0.8526396411
730	0.8526279405
731	0.8526161907
732	0.8525938053
733	0.8525772476
734	0.8525681515
735	0.8525549868
736	0.8525471141
737	0.8525339897
738	0.85252583
739	0.8525168817
740	0.8525033022
741	0.8524930082
742	0.852472617
743	0.8524536537
744	0.8524389672
745	0.8524254514
746	0.852417767
747	0.8524046279
748	0.8523985199
749	0.8523825862
750	0.8523763792
751	0.852365393
752	0.8523586459
753	0.8523498483
754	0.8523349631
755	0.8523093082
756	0.8522973676
757	0.852288947
758	0.8522773696
759	0.8522702616
760	0.8522590412
761	0.8522409949
762	0.8522249989
763	0.8522211818
764	0.8522171677
765	0.8521952029
766	0.852188492
767	0.8521800192
768	0.8521629477
769	0.8521444309
770	0.8521327222
771	0.8521314783
772	0.8521186848
773	0.8521051443
774	0.8520967629
775	0.8520922943
776	0.8520748795
777	0.8520614855
778	0.8520389432
779	0.8520248974
780	0.8520056578
781	0.8519959838
782	0.8519870382
783	0.8519759473
784	0.8519686402
785	0.8519572881
786	0.8519519454
787	0.8519392063
788	0.8519233085
789	0.8519157275
790	0.8518965323
791	0.8518782183
792	0.8518614415
793	0.8518507108
794	0.8518293195
795	0.851818969
796	0.8518137665
797	0.8518102395
798	0.8518076575
799	0.8518023792
800	0.8517939548
801	0.8517794281
802	0.8517725716
803	0.85176495
804	0.8517593573
805	0.8517449551
806	0.8517355107
807	0.8517180086
808	0.8517045693
809	0.8516866737
810	0.8516721403
811	0.8516350724
812	0.851627306
813	0.85161998
814	0.8516059447
815	0.8516015914
816	0.8515899655
817	0.8515840545
818	0.8515766801
819	0.8515650695
820	0.8515551796
821	0.8515433644
822	0.8515368706
823	0.8515344229
824	0.8515153098
825	0.8515025074
826	0.8514964927
827	0.8514846461
828	0.8514744468
829	0.8514582195
830	0.8514397459
831	0.8514315298
832	0.8514197373
833	0.8514069916
834	0.8514010683
835	0.8513884774
836	0.8513825662
837	0.8513757226
838	0.8513707838
839	0.8513577503
840	0.8513542989
841	0.8513350936
842	0.8513175059
843	0.8513030948
844	0.8512854
845	0.8512747619
846	0.8512561022
847	0.8512487117
848	0.8512410699
849	0.8512370127
850	0.8512296573
851	0.8512244335
852	0.8512152661
853	0.8512091541
854	0.8511975448
855	0.8511904312
856	0.8511827283
857	0.8511737498
858	0.8511680434
859	0.8511644785
860	0.8511477865
861	0.8511349257
862	0.8511149381
863	0.8511112785
864	0.8511051247
865	0.8510933778
866	0.8510784331
867	0.8510742215
868	0.8510553461
869	0.8510315815
870	0.8510261484
871	0.850996121
872	0.8509831902
873	0.8509567357
874	0.8509472973
875	0.850938366
876	0.8509270274
877	0.8509159901
878	0.8509112101
879	0.8508843233
880	0.8508740967
881	0.8508587789
882	0.8508453748
883	0.8508372775
884	0.8508298589
885	0.8508213908
886	0.8507908202
887	0.8507816125
888	0.8507643956
889	0.85075703
890	0.8507516923
891	0.8507420651
892	0.8507277024
893	0.8507249621
894	0.850715213
895	0.8507014379
896	0.8506981662
897	0.85068609
898	0.8506741652
899	0.8506637108
900	0.850648065
901	0.8506415927
902	0.8506355084
903	0.85062032
904	0.8506084048
905	0.850599848
906	0.850589723
907	0.8505757822
908	0.8505714876
909	0.8505663953
910	0.8505562645
911	0.8505486938
912	0.8505398138
913	0.8505287998
914	0.8505216228
915	0.8505179164
916	0.8505150312
917	0.8505012593
918	0.8504820159
919	0.8504739804
920	0.8504665208
921	0.850455529
922	0.8504495441
923	0.8504449305
924	0.8504289734
925	0.8504223885
926	0.8504130135
927	0.8504035522
928	0.8503961924
929	0.8503863985
930	0.8503730511
931	0.8503629588
932	0.8503450151
933	0.8503301475
934	0.8503256182
935	0.8503222968
936	0.8503133531
937	0.8503055225
938	0.8502928875
939	0.8502822127
940	0.8502799003
941	0.8502721929
942	0.8502618789
943	0.8502484015
944	0.8502458027
945	0.8502315579
946	0.850219818
947	0.8502102159
948	0.8501968784
949	0.85018427
950	0.8501738505
951	0.8501588139
952	0.8501457326
953	0.8501319207
954	0.8501287709
955	0.8501216126
956	0.8501144411
957	0.8501105833
958	0.8500982609
959	0.8500920276
960	0.8500839855
961	0.8500706901
962	0.8500627873
963	0.8500514531
964	0.8500449112
965	0.8500326429
966	0.8500257101
967	0.8500217647
968	0.8500082017
969	0.8500011261
970	0.8499905669
971	0.8499817999
972	0.8499779536
973	0.8499644743
974	0.8499604594
975	0.8499549222
976	0.8499396622
977	0.8499253302
978	0.8499170687
979	0.8499150468
980	0.8499082687
981	0.8499008323
982	0.849881307
983	0.8498770906
984	0.849867746
985	0.8498560264
986	0.8498505219
987	0.8498478046
988	0.8498355309
989	0.8498283684
990	0.8498111982
991	0.8497968721
992	0.849789852
993	0.8497709976
994	0.8497649838
995	0.849751965
996	0.8497380775
997	0.8497337613
998	0.8497150069
999	0.8497000923
